filename,FLOPs,Unit
FeaturePrototypeActualImpl.java,134.709G,85.132M
FeaturePrototypeBinding.java,66.252G,85.132M
FeaturePrototypeImpl.java,1.874T,85.132M
FeaturePrototypeReferenceImpl.java,1.812T,85.132M
MemoryPrototypeImpl.java,165.625G,85.132M
ProcessorPrototypeImpl.java,166.729G,85.132M
ProcessPrototypeImpl.java,165.625G,85.132M
Prototype.java,40.856G,85.132M
PrototypeBinding.java,32.023G,85.132M
PrototypeBindingImpl.java,174.458G,85.132M
PrototypeImpl.java,1.169T,85.132M
SubprogramGroupPrototypeImpl.java,179.979G,85.132M
SubprogramPrototypeImpl.java,172.250G,85.132M
SystemPrototypeImpl.java,165.625G,85.132M
ThreadGroupPrototypeImpl.java,173.354G,85.132M
ThreadPrototypeImpl.java,165.625G,85.132M
VirtualBusPrototypeImpl.java,174.458G,85.132M
VirtualProcessorPrototypeImpl.java,174.458G,85.132M
AbstractListFacade.java,1.153T,85.132M
CampaignInfoFactory.java,58.523G,85.132M
CDOMFactory.java,1.046T,85.132M
CharacterLevelFacadeImpl.java,211.660G,85.132M
CharacterLevelsFacadeImpl.java,6.724T,85.132M
DefaultListFacade.java,1.650T,85.132M
DelegatingListFacade.java,587.411G,85.132M
DescriptionFacadeImpl.java,4.180T,85.132M
DomainFacadeImpl.java,590.978G,85.132M
EquipmentListFacadeImpl.java,1.083T,85.132M
FacadeFactory.java,5.191T,85.132M
GeneralChooserFacadeBase.java,2.226T,85.132M
InfoFactory.java,366.921G,85.132M
KitFacade.java,40.772G,85.132M
LanguageChooserFacade.java,130.463G,85.132M
LanguageChooserFacadeImpl.java,2.405T,85.132M
LanguageFacade.java,38.054G,85.132M
LevelCommandFactory.java,816.735G,85.132M
ListDataAdapter.java,184.821G,85.132M
ListFacade.java,126.386G,85.132M
ListFacades.java,680.839G,85.132M
LoadableFacade.java,106.002G,85.132M
ManufacturableFactory.java,182.103G,85.132M
ModifyChoiceDecorator.java,653.660G,85.132M
PartyFacade.java,130.463G,85.132M
PartyFacadeImpl.java,611.533G,85.132M
PersistenceObserver.java,1.470T,85.132M
PopupMouseAdapter.java,207.923G,85.132M
QualifiedDecorator.java,591.148G,85.132M
RaceFacade.java,138.617G,85.132M
ReferenceFacade.java,88.335G,85.132M
ShowMessageConsoleObserver.java,235.102G,85.132M
ShowMessageGuiObserver.java,502.816G,85.132M
SimpleFacadeImpl.java,110.078G,85.132M
SizeFacade.java,24.464G,85.132M
SkillFacade.java,48.926G,85.132M
SortedListFacade.java,1.356T,85.132M
SourceSelectionFacade.java,130.463G,85.132M
SpellFacade.java,91.053G,85.132M
SpellFacadeImplem.java,2.210T,85.132M
SpellSupportFacade.java,748.787G,85.132M
StatFacade.java,51.983G,85.132M
TempBonusFacade.java,43.320G,85.132M
TemplateFacade.java,36.101G,85.132M
TermEvaluatorBuilder.java,232.469G,85.132M
TermEvaluatorBuilderEQVar.java,2.606T,85.132M
TermEvaluatorBuilderPCStat.java,620.876G,85.132M
TodoFacade.java,114.665G,85.132M
TodoFacadeImpl.java,846.972G,85.132M
TreeTableModelAdapter.java,247.673G,85.132M
UIDelegate.java,353.162G,85.132M
XPTableFacade.java,79.502G,85.132M
ATermBaseVisitor.java,1.330T,85.132M
ATermVisitor.java,406.671G,85.132M
AtomObjectVisitor.java,85.618G,85.132M
DefaultAtomObjectVisitor.java,117.723G,85.132M
DefaultRuleAtomVisitor.java,191.107G,85.132M
ELTaxonomyBuilder.java,1.478T,85.132M
EntailmentQueryVisitor.java,2.258T,85.132M
FSMBuilder.java,3.417T,85.132M
FunctionApplicationVisitor.java,551.909G,85.132M
GenericTaxonomyBuilder.java,1.442T,85.132M
NumberToLiteralVisitor.java,642.110G,85.132M
NumericComparisonVisitor.java,412.786G,85.132M
NumericVisitor.java,102.435G,85.132M
OntBuilder.java,8.580T,85.132M
RuleAtomVisitor.java,150.083G,85.132M
Cdk5Factory.java,187.200G,85.132M
Cdk5FactoryImpl.java,1.152T,85.132M
Filetransfer2xFactory.java,200.110G,85.132M
Filetransfer2xFactoryImpl.java,1.748T,85.132M
Filetransfer3Factory.java,196.882G,85.132M
Filetransfer3FactoryImpl.java,942.439G,85.132M
JbiFactory.java,314.687G,85.132M
JbiFactoryImpl.java,3.783T,85.132M
JmsFactory.java,145.242G,85.132M
JmsFactoryImpl.java,760.084G,85.132M
MailFactory.java,140.401G,85.132M
MailFactoryImpl.java,1.494T,85.132M
Cdk5Factory.java,187.200G,85.132M
Cdk5FactoryImpl.java,1.152T,85.132M
Filetransfer2xFactory.java,200.110G,85.132M
Filetransfer2xFactoryImpl.java,1.748T,85.132M
Filetransfer3Factory.java,196.882G,85.132M
Filetransfer3FactoryImpl.java,942.439G,85.132M
JbiFactory.java,314.687G,85.132M
JbiFactoryImpl.java,3.783T,85.132M
JmsFactory.java,145.242G,85.132M
JmsFactoryImpl.java,760.084G,85.132M
MailFactory.java,140.401G,85.132M
MailFactoryImpl.java,1.494T,85.132M
ConfigurationSingleton.java,158.152G,85.132M
AbstractPDPProxy.java,422.808G,85.132M
AbstractSynapseObserver.java,1.554T,85.132M
ActivityMediationStatisticsObserver.java,538.999G,85.132M
Axis2ConfigurationContextObserverImpl.java,734.264G,85.132M
BAMMediationStatisticsObserver.java,2.287T,85.132M
CassandraAxis2ConfigurationContextObserver.java,275.956G,85.132M
ConfigurationContextObserverImpl.java,1.022T,85.132M
CSGAgentObserver.java,56.485G,85.132M
CSGAgentObserverImpl.java,677.782G,85.132M
CSGServiceObserver.java,1.102T,85.132M
DeploymentSyncAxis2ConfigurationContextObserver.java,622.915G,85.132M
DiscoveryAxis2ConfigurationContextObserver.java,651.962G,85.132M
DiscoveryProxyObserver.java,1.504T,85.132M
DSAxis2ConfigurationContextObserver.java,408.285G,85.132M
EventAxis2ConfigurationContextObserver.java,706.830G,85.132M
HiveAxis2ConfigObserver.java,1.444T,85.132M
JAXWSAxis2ConfigurationObserver.java,440.560G,85.132M
JMXObserver.java,1.957T,85.132M
MediationStatisticsObserver.java,72.623G,85.132M
MediationStatsAxis2ConfigurationContextObserver.java,681.010G,85.132M
MessageStoreObserver.java,51.644G,85.132M
Observers.java,369.554G,85.132M
PaypalNVPProxy.java,1.013T,85.132M
PaypalSOAPProxy.java,911.777G,85.132M
PDPProxy.java,4.646T,85.132M
PersistingStatisticsObserver.java,1.635T,85.132M
ProxyServiceParameterObserver.java,614.846G,85.132M
RestAPIObserver.java,174.290G,85.132M
RSSManagerAxis2ConfigContextObserver.java,835.931G,85.132M
SalesforceProxy.java,1.005T,85.132M
SalesforceProxyImpl.java,10.735T,85.132M
SecurityAxis2ConfigurationContextObserver.java,427.650G,85.132M
ServiceStatisticsAxis2ConfigurationContextObserver.java,663.258G,85.132M
StatisticsAxis2ConfigurationContextObserver.java,630.983G,85.132M
STSObserver.java,884.343G,85.132M
SynapseObserver.java,453.470G,85.132M
TargetServiceObserver.java,1.599T,85.132M
TaskAxis2ConfigurationContextObserver.java,527.703G,85.132M
ThrottlingAxis2ConfigurationContextObserver.java,450.242G,85.132M
TransactionManagerAxis2ConfigurationContextObserver.java,227.544G,85.132M
AnimatorListenerAdapter.java,230.771G,85.132M
Singleton.java,183.972G,85.132M
SyncStatusObserver.java,35.506G,85.132M
CursorProxy.java,2.632T,85.132M
FactorySingleton.java,1.094T,85.132M
IterableProxy.java,622.915G,85.132M
IterLogProxy.java,1.197T,85.132M
IterProxy.java,309.845G,85.132M
ListProxy.java,2.742T,85.132M
NoSqlProxy.java,88.760G,85.132M
NoSqlProxyImpl.java,2.316T,85.132M
FacadeSector.java,895.640G,85.132M
Memento.java,211.406G,85.132M
MementoManagerCommand.java,621.301G,85.132M
MementoTransaction.java,316.300G,85.132M
BaseDataPrototype.java,2.456T,85.132M
GridPrototype.java,193.655G,85.132M
AccessControl.java,287.253G,85.132M
AccessControlProvider.java,405.057G,85.132M
ImmutableExample.java,287.253G,85.132M
IntelligentStudent.java,380.851G,85.132M
Main.java,335.665G,85.132M
Prototype.java,38.734G,85.132M
Student.java,435.719G,85.132M
StudentRegistry.java,167.835G,85.132M
TestPrototypePattern.java,453.470G,85.132M
User.java,832.703G,85.132M
Vehicle.java,356.644G,85.132M
Livre.java,321.142G,85.132M
amp.java,472.835G,85.132M
BuilderProxy.java,472.835G,85.132M
BuilderProxyClient.java,1.451T,85.132M
BuildersProxy.java,472.835G,85.132M
Copie.java,338.893G,85.132M
CoreP.java,1.046T,85.132M
CoreProxy.java,1.046T,85.132M
CoreProxyClient.java,2.272T,85.132M
EnergyProxy.java,485.745G,85.132M
EnergyProxyC.java,201.724G,85.132M
EnergyProxyClient.java,201.724G,85.132M
FactoryProxy.java,295.322G,85.132M
FactoryProxyClient.java,1.012T,85.132M
SiliconProxy.java,200.110G,85.132M
SiliconProxyClient.java,338.893G,85.132M
Transport.java,708.444G,85.132M
TransportProxy.java,708.444G,85.132M
TransportProxyClient.java,538.999G,85.132M
xttt.java,1.451T,85.132M
DialogMemento.java,1.249T,85.132M
EmSingleton.java,348.576G,85.132M
SoloSingleton.java,233.999G,85.132M
Memento.java,777.835G,85.132M
PrototypeRequest.java,916.619G,85.132M
PrototypeWrapper.java,1.023T,85.132M
MMacroCreatorPrototype.java,829.476G,85.132M
MParamPrototype.java,497.041G,85.132M
MParamRefPrototype.java,505.110G,85.132M
BSeriesKeyCodeSenderFactory.java,356.644G,85.132M
CSeriesKeyCodeSenderFactory.java,1.020T,85.132M
SenderFactory.java,403.443G,85.132M
ElementProxy.java,4.448T,85.132M
SecurityTokenFactory.java,672.941G,85.132M
SignatureAlgorithmFactory.java,516.406G,85.132M
SignatureElementProxy.java,301.777G,85.132M
SimpleLogEventFilterMemento.java,743.946G,85.132M
aab.java,438.946G,85.132M
ambs.java,91.988G,85.132M
ASingd.java,132.332G,85.132M
Azeett.java,90.374G,85.132M
Azer.java,67.782G,85.132M
CAAr.java,222.702G,85.132M
Tesising.java,330.824G,85.132M
a.java,67.782G,85.132M
b.java,91.988G,85.132M
c.java,93.602G,85.132M
d.java,132.332G,85.132M
e.java,90.374G,85.132M
f.java,222.702G,85.132M
livre.java,438.946G,85.132M
Singleton.java,330.824G,85.132M
AbstractDecoratorMapper.java,356.644G,85.132M
ActivitiesStackSingleton.java,705.216G,85.132M
ImageCacheSoftRefSingleton.java,1.167T,85.132M
SmartBIPrototype.java,495.428G,85.132M
MessageObserver.java,167.835G,85.132M
StatisticsObserver.java,119.422G,85.132M
aab.java,438.946G,85.132M
ambs.java,91.988G,85.132M
ASingd.java,132.332G,85.132M
Azeett.java,90.374G,85.132M
Azer.java,67.782G,85.132M
CAAr.java,222.702G,85.132M
EditorViewFactory.java,30.665G,85.132M
EmptyPanelBuilder.java,701.989G,85.132M
InspectorFactory.java,30.665G,85.132M
ResponseEditorViewFactory.java,142.014G,85.132M
ResponseInspectorFactory.java,137.173G,85.132M
RestMethodPanelBuilder.java,455.084G,85.132M
RestRequestPanelBuilder.java,1.162T,85.132M
RestServiceFactory.java,364.713G,85.132M
Tesising.java,330.824G,85.132M
TransactionExceptionObserver.java,251.750G,85.132M
1.java,873.047G,85.132M
2.java,571.274G,85.132M
3.java,598.708G,85.132M
4.java,624.528G,85.132M
a.java,944.052G,85.132M
ApiUsageDetectingAsmVisitor.java,3.176T,85.132M
b.java,706.830G,85.132M
c.java,679.396G,85.132M
d.java,584.184G,85.132M
DelegatingAnnotationVisitor.java,1.031T,85.132M
DelegatingClassVisitor.java,1.961T,85.132M
DelegatingFieldVisitor.java,842.386G,85.132M
DelegatingMethodVisitor.java,2.990T,85.132M
e.java,566.433G,85.132M
EjbDetectingClassVisitor.java,2.108T,85.132M
f.java,498.655G,85.132M
g.java,748.788G,85.132M
H.java,763.311G,85.132M
model.java,411.512G,85.132M
myprac.java,790.745G,85.132M
Prac.java,559.978G,85.132M
Pract.java,661.645G,85.132M
Practi.java,635.825G,85.132M
practical.java,998.920G,85.132M
Practt.java,576.116G,85.132M
Practtt.java,810.110G,85.132M
ResultGatheringAnnotationVisitor.java,62.940G,85.132M
ResultGatheringClassVisitor.java,64.554G,85.132M
ResultGatheringClassVisitorFactory.java,41.961G,85.132M
ResultGatheringFieldVisitor.java,62.940G,85.132M
ResultGatheringMethodVisitor.java,62.940G,85.132M
StubResultGatheringMethodVisitor.java,842.386G,85.132M
Test.java,545.454G,85.132M
ItemReaderAdapter.java,138.787G,85.132M
ItemWriterAdapter.java,175.903G,85.132M
ApiUsageDetectingAsmVisitor.java,3.176T,85.132M
DelegatingAnnotationVisitor.java,1.031T,85.132M
DelegatingClassVisitor.java,1.961T,85.132M
DelegatingFieldVisitor.java,842.386G,85.132M
DelegatingMethodVisitor.java,2.990T,85.132M
EjbDetectingClassVisitor.java,2.108T,85.132M
ResultGatheringAnnotationVisitor.java,62.940G,85.132M
ResultGatheringClassVisitor.java,64.554G,85.132M
ResultGatheringClassVisitorFactory.java,41.961G,85.132M
ResultGatheringFieldVisitor.java,62.940G,85.132M
ResultGatheringMethodVisitor.java,62.940G,85.132M
StubResultGatheringMethodVisitor.java,842.386G,85.132M
PlacePrototype.java,411.512G,85.132M
StringTemplateDecoratorServlet.java,2.006T,85.132M
SingletonRandomFactory.java,242.068G,85.132M
aab.java,438.946G,85.132M
ambs.java,91.988G,85.132M
ASingd.java,132.332G,85.132M
ASingletonPar.java,93.602G,85.132M
AstAndTokenVisitor.java,40.348G,85.132M
Azeett.java,90.374G,85.132M
Azer.java,67.782G,85.132M
CAAr.java,222.702G,85.132M
Tesising.java,330.824G,85.132M
aaaa.java,1.009T,85.132M
abc.java,658.417G,85.132M
Actions.java,1.002T,85.132M
Authentification.java,467.994G,85.132M
BMWSound.java,62.940G,85.132M
Booking.java,487.359G,85.132M
BowAndArrow.java,279.184G,85.132M
Car.java,592.253G,85.132M
Cars.java,143.628G,85.132M
CiscoImpl.java,124.263G,85.132M
CiscoWeatherInfo.java,61.327G,85.132M
Compress.java,411.512G,85.132M
Compression.java,254.978G,85.132M
Computer.java,593.867G,85.132M
CreditCard.java,87.147G,85.132M
Databaseselect.java,372.782G,85.132M
Disc.java,280.798G,85.132M
Discount.java,519.634G,85.132M
DlinkImpl.java,125.877G,85.132M
DlinkWeatherFinder.java,58.099G,85.132M
DrawsStrategy.java,343.734G,85.132M
Duck.java,314.687G,85.132M
DynamicPricing.java,484.131G,85.132M
EditingFiles.java,416.353G,85.132M
ExecuteStrategy.java,174.290G,85.132M
Export.java,421.195G,85.132M
Filter.java,440.560G,85.132M
FindPath.java,724.581G,85.132M
Game.java,219.475G,85.132M
GetWeatherServlet.java,403.443G,85.132M
ISound.java,25.824G,85.132M
java.java,548.682G,85.132M
Logging.java,403.443G,85.132M
MainApp.java,208.179G,85.132M
MediaPlayer.java,393.761G,85.132M
NotifyMe.java,417.967G,85.132M
OCompiler.java,437.332G,85.132M
Pay.java,408.285G,85.132M
PaymentByCreditCard.java,279.184G,85.132M
PaymentByPayPal.java,248.523G,85.132M
PaymentService.java,216.247G,85.132M
PaymentStrategy.java,53.258G,85.132M
Robot.java,469.607G,85.132M
Serialization.java,258.205G,85.132M
Server.java,800.428G,85.132M
Sort.java,400.216G,85.132M
Storage.java,421.195G,85.132M
Strategy.java,29.051G,85.132M
StrategyA.java,95.215G,85.132M
StrategyB.java,88.760G,85.132M
Sword.java,171.062G,85.132M
TestCar.java,647.121G,85.132M
Text.java,237.226G,85.132M
threads.java,681.010G,85.132M
Unique.java,287.253G,85.132M
Weapon.java,38.734G,85.132M
WeatherInfo.java,37.120G,85.132M
ExecutionObserver.java,90.374G,85.132M
IMemento.java,358.258G,85.132M
XMLMemento.java,5.827T,85.132M
XMLMemento.java,6.578T,85.132M
PrototypeBrickAdapter.java,540.613G,85.132M
GroupModelObserver.java,48.416G,85.132M
MainModelObserver.java,50.030G,85.132M
UserModelObserver.java,56.485G,85.132M
AbstractFacade.java,716.512G,85.132M
AufgabeFacade.java,253.364G,85.132M
BenutzerFacade.java,245.295G,85.132M
KommentarFacade.java,245.295G,85.132M
ProjektFacade.java,245.295G,85.132M
TeamleiterFacade.java,237.226G,85.132M
BootStrapValidationDecorator.java,656.803G,85.132M
EnvironmentBindingFactory.java,682.624G,85.132M
SessionBindingFactory.java,663.258G,85.132M
CoreMatcherFactory.java,547.068G,85.132M
CustomDiagramActionAdapter.java,5.624T,85.132M
MappingLabelDecorator.java,1.914T,85.132M
VdbModelBuilder.java,8.791T,85.132M
Abs1.java,706.660G,85.132M
Abs10.java,662.494G,85.132M
Abs11.java,704.962G,85.132M
Abs12.java,744.032G,85.132M
Abs13.java,686.276G,85.132M
Abs2.java,662.494G,85.132M
Abs3.java,704.962G,85.132M
Abs4.java,744.032G,85.132M
Abs5.java,686.276G,85.132M
Abs6.java,842.556G,85.132M
Abs7.java,806.883G,85.132M
Abs8.java,710.058G,85.132M
Abs9.java,706.660G,85.132M
Auth.java,470.542G,85.132M
Curr.java,428.075G,85.132M
Integration.java,324.454G,85.132M
Legacy.java,300.673G,85.132M
Logging.java,341.441G,85.132M
Music.java,448.459G,85.132M
Read.java,417.882G,85.132M
Rectangle.java,382.210G,85.132M
Square.java,395.799G,85.132M
Temperature.java,570.765G,85.132M
USB.java,395.799G,85.132M
WebServi.java,377.114G,85.132M
Nc4prototypes.java,12.730T,85.132M
EjbFactory.java,1.225T,85.132M
ResourceFactory.java,1.362T,85.132M
FactoryPattern.java,589.450G,85.132M
LazySingleton.java,130.803G,85.132M
PreferencesObserver.java,66.253G,85.132M
Singleton.java,1.097T,85.132M
Visitor.java,37.375G,85.132M
UdigMemento.java,3.812T,85.132M
EventObserver.java,59.458G,85.132M
Observer.java,40.773G,85.132M
ObserverBuilder.java,796.691G,85.132M
Vis.java,1.174T,85.132M
Voiture.java,1.085T,85.132M
Character.java,679.481G,85.132M
Colne.java,611.533G,85.132M
Copy.java,389.005G,85.132M
doc.java,682.879G,85.132M
Document.java,582.656G,85.132M
Element.java,501.118G,85.132M
Email.java,1.058T,85.132M
Func.java,711.756G,85.132M
Prototype.java,737.237G,85.132M
SingletonSolrAware.java,1.242T,85.132M
ArchivalUrlResultURIConverterFactory.java,224.231G,85.132M
ARCRecordingProxy.java,1.272T,85.132M
ARCUnwrappingProxy.java,1.597T,85.132M
MementoReplayRendererDecorator.java,3.491T,85.132M
ParseEventDelegatorVisitor.java,44.170G,85.132M
QueryCaptureFilterGroupFactory.java,220.834G,85.132M
ReplayParseEventDelegatorVisitor.java,49.266G,85.132M
ReplayRendererDecorator.java,596.245G,85.132M
ReplayRendererDecoratorFactory.java,64.554G,85.132M
EventListCursorAdapter.java,2.453T,85.132M
PeopleCursorAdapter.java,1.417T,85.132M
EOPrototypeListContentProvider.java,820.473G,85.132M
EOPrototypeListLabelProvider.java,499.420G,85.132M
ERPrototypes.java,176.668G,85.132M
a.java,1.228T,85.132M
b.java,399.197G,85.132M
c.java,334.646G,85.132M
d.java,249.712G,85.132M
e.java,366.922G,85.132M
f.java,215.738G,85.132M
g.java,373.716G,85.132M
Prototype.java,1.014T,85.132M
Singleton.java,127.406G,85.132M
AbstractPDPProxy.java,445.062G,85.132M
AbstractSynapseObserver.java,1.636T,85.132M
ActivityMediationStatisticsObserver.java,567.367G,85.132M
Axis2ConfigurationContextObserverImpl.java,772.909G,85.132M
BAMMediationStatisticsObserver.java,2.407T,85.132M
CassandraAxis2ConfigurationContextObserver.java,290.480G,85.132M
ConfigurationContextObserverImpl.java,1.075T,85.132M
CSGAgentObserver.java,59.458G,85.132M
CSGAgentObserverImpl.java,713.455G,85.132M
CSGServiceObserver.java,1.160T,85.132M
DeploymentSyncAxis2ConfigurationContextObserver.java,655.699G,85.132M
DiscoveryAxis2ConfigurationContextObserver.java,686.276G,85.132M
DiscoveryProxyObserver.java,1.583T,85.132M
DSAxis2ConfigurationContextObserver.java,429.773G,85.132M
EventAxis2ConfigurationContextObserver.java,744.032G,85.132M
HiveAxis2ConfigObserver.java,1.520T,85.132M
JAXWSAxis2ConfigurationObserver.java,463.747G,85.132M
JMXObserver.java,2.061T,85.132M
MediationStatisticsObserver.java,76.445G,85.132M
MediationStatsAxis2ConfigurationContextObserver.java,716.852G,85.132M
MessageStoreObserver.java,54.362G,85.132M
Observers.java,389.005G,85.132M
PaypalNVPProxy.java,1.067T,85.132M
PaypalSOAPProxy.java,959.766G,85.132M
PDPProxy.java,4.891T,85.132M
PersistingStatisticsObserver.java,1.721T,85.132M
ProxyServiceParameterObserver.java,647.206G,85.132M
RestAPIObserver.java,183.463G,85.132M
RSSManagerAxis2ConfigContextObserver.java,879.927G,85.132M
SalesforceProxy.java,1.058T,85.132M
SalesforceProxyImpl.java,11.300T,85.132M
SecurityAxis2ConfigurationContextObserver.java,450.158G,85.132M
ServiceStatisticsAxis2ConfigurationContextObserver.java,698.167G,85.132M
StatisticsAxis2ConfigurationContextObserver.java,664.193G,85.132M
STSObserver.java,930.888G,85.132M
SynapseObserver.java,477.337G,85.132M
TargetServiceObserver.java,1.683T,85.132M
TaskAxis2ConfigurationContextObserver.java,555.477G,85.132M
ThrottlingAxis2ConfigurationContextObserver.java,473.939G,85.132M
TransactionManagerAxis2ConfigurationContextObserver.java,239.520G,85.132M
1.java,455.254G,85.132M
2.java,783.101G,85.132M
3.java,462.048G,85.132M
4.java,326.153G,85.132M
5.java,552.079G,85.132M
6.java,496.022G,85.132M
7.java,482.433G,85.132M
a.java,742.333G,85.132M
abs.java,711.756G,85.132M
b.java,1.554T,85.132M
c.java,1.002T,85.132M
Character.java,679.481G,85.132M
Colne.java,611.533G,85.132M
Copy.java,389.005G,85.132M
doc.java,682.879G,85.132M
Document.java,582.656G,85.132M
Element.java,501.118G,85.132M
Email.java,1.058T,85.132M
Func.java,711.756G,85.132M
GUII.java,745.730G,85.132M
Prototype.java,737.237G,85.132M
SingletonSolrAware.java,1.242T,85.132M
v.java,793.294G,85.132M
w.java,823.870G,85.132M
x.java,930.888G,85.132M
AbstractFactory.java,1.869G,85.132M
DPAbstractFactory.java,5.776G,85.132M
FactoryNotebookGamer.java,3.567G,85.132M
FactoryNotebookOfficeW.java,3.567G,85.132M
FactoryProvider.java,7.135G,85.132M
Notebook.java,1.444G,85.132M
NotebookGamer.java,3.992G,85.132M
NotebookOfficeW.java,4.162G,85.132M
Annotation.java,14.354G,85.132M
AnnotationOption.java,9.003G,85.132M
BestMatchResponse.java,9.258G,85.132M
Category.java,18.601G,85.132M
CreateResponse.java,10.022G,85.132M
DeleteResponse.java,4.841G,85.132M
GeocoderRequest.java,32.360G,85.132M
GeocoderResponse.java,12.571G,85.132M
Posting.java,103.281G,85.132M
PostingHistory.java,16.308G,85.132M
SearchRequest.java,113.898G,85.132M
SearchResponse.java,20.979G,85.132M
Source.java,22.508G,85.132M
SummaryRequest.java,15.119G,85.132M
SummaryResponse.java,12.061G,85.132M
UpdateResponse.java,4.841G,85.132M
Utils.java,11.466G,85.132M
Animal.java,31.341G,85.132M
Car.java,89.182G,85.132M
Computer.java,65.655G,85.132M
